0
7;7;00:00:54.706;11:21:00.0648;8;00:00:55.704;11:21:55.7688;8;00:00:55.704;11:21:55.7688;8;00:00:55.704;11:21:55.7688;8;00:00:55.704;11:21:55.7688;8;00:00:55.704;11:21:55.7688;8;00:00:55.704;11:21:55.7688;8;00:00:55.704;11:21:55.7688;8;00:00:55.704;11:21:55.7688;8;00:00:55.704;11:21:55.7688;8;00:00:55.704;11:21:55.768
8;8;00:00:55.704;11:21:55.768
